Speed_km_h,Relative_Distance_m,Direction_deg,Brake_Turn_Status
44,91,-19,none_none
69,50,-4,brake_next_brake_self
27,86,-23,brake_next_brake_self
85,60,-7,none_next_turn_self
19,126,-17,none_none
88,93,8,none_none
33,121,-31,none_none
35,106,59,none_none
15,115,0,none_none
32,103,-37,none_none
24,58,-3,none_none
29,32,44,brake_next_brake_self
37,47,-57,none_next_turn_self
63,3,22,none_next_brake_self
44,67,6,none_next_brake_self
46,64,-40,none_next_turn_self
23,67,38,brake_next_brake_self
26,124,-16,none_next_brake_self
95,116,-25,brake_next_brake_self
27,21,39,none_none
89,47,17,brake_next_brake_self
35,54,48,none_next_brake_self
40,46,16,none_none
67,101,29,none_next_turn_self
74,67,40,brake_next_brake_self
37,73,-53,none_next_brake_self
33,108,33,brake_next_brake_self
38,102,14,brake_next_turn_self
47,17,-52,brake_next_brake_self
61,91,1,none_next_brake_self
40,55,-50,none_none
54,37,28,none_next_turn_self
88,6,6,none_none
48,62,54,brake_next_turn_self
46,45,-38,none_next_brake_self
19,32,13,none_none
11,88,-35,brake_next_brake_self
48,98,14,none_none
38,31,27,none_next_turn_self
31,6,27,none_none
45,108,38,none_next_brake_self
38,1,42,none_next_brake_self
69,119,-51,none_none
41,80,-19,none_none
27,41,22,none_next_brake_self
64,31,0,none_none
35,1,-37,brake_next_brake_self
51,30,6,brake_next_brake_self
31,17,-11,none_none
29,78,-13,none_none
41,21,37,none_none
40,67,-11,none_next_brake_self
50,75,-57,brake_next_brake_self
35,38,-53,none_none
16,4,43,none_next_brake_self
32,5,55,none_next_brake_self
58,3,23,none_next_turn_self
34,94,-16,brake_next_brake_self
35,40,53,none_next_turn_self
64,101,20,none_next_brake_self
28,55,41,none_none
18,58,32,none_none
36,65,-15,brake_next_turn_self
31,91,-3,brake_next_turn_self
25,35,-38,none_next_brake_self
36,15,-25,brake_next_turn_self
50,71,33,none_none
39,42,47,none_none
46,56,27,none_none
96,82,-4,none_none
33,63,-50,none_next_brake_self
45,79,-53,none_next_brake_self
31,69,-15,none_none
26,94,-4,none_none
30,90,13,none_next_turn_self
31,68,-59,none_next_brake_self
47,86,59,none_none
125,111,-16,brake_next_brake_self
28,55,42,none_none
32,52,4,none_none
38,97,-44,brake_next_brake_self
48,74,36,none_none
45,9,25,none_none
74,113,3,none_none
12,4,2,none_next_turn_self
12,95,-50,none_next_brake_self
31,96,19,none_next_turn_self
68,121,49,none_next_brake_self
18,7,-49,brake_next_turn_self
9,76,-28,none_next_brake_self
52,54,48,none_none
45,42,-26,brake_next_brake_self
23,11,18,none_next_brake_self
24,71,4,brake_next_brake_self
24,61,12,none_none
42,13,-10,none_none
29,78,-24,brake_next_brake_self
50,94,-54,none_none
10,97,29,brake_next_brake_self
26,115,30,none_next_turn_self
23,52,20,none_none
35,121,17,none_none
30,110,-31,brake_next_brake_self
58,38,-57,none_none
16,20,37,none_none
40,55,-1,none_next_turn_self
52,51,-23,none_next_turn_self
98,73,-48,brake_next_brake_self
31,74,-52,none_next_turn_self
46,95,-18,none_next_brake_self
16,65,37,none_none
12,13,50,none_next_brake_self
60,109,48,none_none
39,39,50,brake_next_brake_self
70,123,49,brake_next_brake_self
20,15,3,brake_next_brake_self
51,122,-34,brake_next_brake_self
99,12,36,none_next_turn_self
49,29,-34,none_none
45,6,-28,none_none
40,90,-32,none_next_turn_self
18,108,2,none_none
77,55,-21,none_next_brake_self
29,118,-42,none_next_brake_self
51,75,-6,none_next_brake_self
18,80,45,none_none
22,107,8,brake_next_turn_self
80,38,45,brake_next_brake_self
33,45,-36,none_none
80,115,-40,none_none
38,114,9,none_none
16,124,-4,none_none
61,115,19,none_none
30,16,35,none_next_turn_self
56,105,30,none_none
40,52,53,none_none
18,126,-12,none_next_brake_self
43,60,-35,none_next_brake_self
116,70,6,none_next_brake_self
50,67,-47,none_next_brake_self
38,41,-25,none_none
67,10,-35,none_next_brake_self
44,114,-12,none_next_brake_self
44,102,-47,none_none
23,18,-56,none_next_turn_self
44,99,19,none_next_turn_self
66,79,13,none_none
26,52,25,none_next_turn_self
79,32,19,none_none
38,109,-46,brake_next_brake_self
25,89,-25,brake_next_turn_self
64,70,-44,none_next_brake_self
34,77,41,none_next_turn_self
57,12,30,none_none
34,60,-36,none_none
38,25,-19,none_none
50,26,56,none_next_brake_self
46,84,11,none_none
15,116,36,none_none
23,51,-28,none_next_brake_self
62,26,-35,none_none
37,82,34,brake_next_brake_self
31,111,22,brake_next_brake_self
20,95,22,none_none
23,110,6,none_none
14,68,8,none_next_brake_self
38,95,28,none_next_turn_self
29,18,-28,none_none
25,44,-18,none_none
38,49,45,none_next_brake_self
47,65,-23,brake_next_brake_self
110,118,6,none_next_brake_self
19,111,24,none_none
70,17,60,none_next_brake_self
64,22,-8,none_next_turn_self
27,45,-9,none_next_turn_self
44,37,41,none_none
32,78,37,none_none
43,115,28,none_none
83,122,-4,none_next_brake_self
53,83,-21,brake_next_brake_self
51,106,13,none_none
32,67,45,none_none
19,26,46,none_none
36,67,-47,none_none
71,70,-9,none_none
19,94,-4,none_none
23,28,57,none_none
42,47,21,none_none
24,46,-11,brake_next_brake_self
27,122,-57,none_next_brake_self
32,56,8,none_none
20,96,-48,none_next_brake_self
24,95,40,none_none
56,34,30,brake_next_brake_self
21,73,-5,none_next_brake_self
18,114,-8,none_next_brake_self
29,60,48,brake_next_brake_self
57,120,-25,brake_next_brake_self
36,27,-30,brake_next_turn_self
31,9,53,none_none
40,113,37,brake_next_brake_self
17,108,38,none_next_brake_self
50,126,-37,brake_next_brake_self
48,86,-43,none_none
32,119,-57,none_none
65,105,-32,none_none
23,107,33,none_next_brake_self
69,72,-31,brake_next_turn_self
43,49,27,none_none
33,119,-30,none_none
39,55,-13,brake_next_brake_self
37,68,58,none_next_turn_self
72,57,-31,none_next_brake_self
23,72,-15,brake_next_turn_self
27,60,-24,none_none
66,6,-47,none_next_turn_self
29,112,-1,brake_next_turn_self
61,56,-15,none_next_brake_self
91,75,23,none_none
32,18,38,none_none
55,0,5,none_none
22,31,-56,none_next_brake_self
57,89,14,none_none
44,13,-53,none_next_brake_self
50,115,14,brake_next_brake_self
29,27,22,none_next_brake_self
17,26,-36,none_none
51,23,38,none_next_brake_self
14,2,49,none_none
34,98,38,brake_next_turn_self
63,111,-23,none_next_brake_self
43,78,10,brake_next_brake_self
102,24,50,none_next_brake_self
65,36,-22,brake_next_brake_self
29,60,38,none_next_brake_self
40,121,-59,none_next_brake_self
39,31,-60,none_next_turn_self
18,93,31,none_next_turn_self
25,56,31,none_next_brake_self
30,38,35,none_next_turn_self
14,58,52,none_next_turn_self
40,9,-46,none_next_brake_self
35,101,-32,none_none
17,31,48,none_next_turn_self
48,92,-39,none_next_brake_self
56,9,22,none_none
44,121,4,none_none
34,25,-50,none_none
53,112,-26,none_none
55,103,2,none_next_brake_self
46,123,42,none_next_brake_self
26,61,25,none_none
45,92,15,none_none
71,47,0,none_none
29,23,-24,none_none
110,56,-46,none_next_brake_self
30,21,-11,none_next_brake_self
40,125,-57,none_none
28,12,-35,none_none
44,75,-8,none_none
17,80,-10,none_none
30,68,-55,none_next_brake_self
23,84,11,none_next_turn_self
42,15,6,none_none
64,70,-51,none_next_turn_self
54,36,53,none_next_brake_self
12,119,-48,none_next_brake_self
107,97,43,none_next_turn_self
46,124,-60,brake_next_brake_self
27,5,46,none_none
43,36,-58,brake_next_brake_self
43,25,31,none_next_brake_self
28,1,-17,none_none
44,31,29,none_next_brake_self
29,86,-12,none_none
32,29,-51,none_next_brake_self
28,65,32,none_none
19,113,-51,brake_next_turn_self
42,88,51,brake_next_brake_self
53,50,-54,none_none
51,47,-2,none_none
59,58,27,none_next_brake_self
46,22,-13,none_none
30,81,-34,none_next_turn_self
60,46,31,none_none
20,108,34,none_next_turn_self
25,96,51,none_next_turn_self
25,78,-15,none_next_brake_self
67,46,1,none_next_brake_self
63,27,-16,none_next_turn_self
50,99,-29,none_next_brake_self
67,62,30,brake_next_brake_self
26,29,-19,none_next_brake_self
47,25,-9,brake_next_turn_self
37,21,-12,none_none
60,99,26,none_none
37,29,50,none_none
33,67,20,none_none
52,57,-3,none_none
61,74,34,none_none
28,111,17,none_next_brake_self
38,110,-53,brake_next_turn_self
23,57,-49,none_next_brake_self
11,2,-55,none_next_turn_self
44,54,-5,none_none
53,77,39,none_next_turn_self
45,71,-22,none_next_brake_self
15,83,-14,none_none
33,20,49,none_next_turn_self
13,82,40,brake_next_turn_self
77,23,20,none_next_turn_self
23,95,-28,none_none
73,43,-46,none_none
63,90,-58,none_next_turn_self
25,6,-47,none_next_brake_self
23,52,-25,brake_next_brake_self
47,90,6,none_next_brake_self
26,29,-52,none_none
42,101,-44,none_next_brake_self
31,80,-38,none_next_brake_self
16,75,16,none_none
13,45,14,none_none
44,61,6,none_none
30,76,-30,brake_next_brake_self
30,60,-15,brake_next_brake_self
56,89,-48,brake_next_brake_self
70,55,-33,none_none
35,26,48,brake_next_brake_self
33,27,58,none_none
50,1,18,none_none
20,38,50,none_next_brake_self
44,95,17,none_next_brake_self
52,101,-56,none_none
55,26,60,none_none
15,122,-48,none_none
27,64,22,brake_next_brake_self
26,116,-30,brake_next_turn_self
41,90,-13,none_none
50,92,18,none_none
82,11,-8,brake_next_brake_self
31,28,-30,none_next_turn_self
31,1,-20,none_none
69,91,-19,brake_next_turn_self
46,44,55,none_none
74,100,36,brake_next_brake_self
46,43,-5,none_none
22,104,-36,none_none
20,17,37,none_next_brake_self
18,22,-41,none_none
55,43,-35,none_none
71,52,-16,none_none
98,44,46,none_next_brake_self
60,97,-44,none_none
70,12,-45,none_none
30,45,-1,none_next_turn_self
22,106,-27,none_none
60,8,8,brake_next_brake_self
48,120,-6,none_next_brake_self
42,125,-8,none_next_turn_self
48,11,-47,brake_next_turn_self
46,37,-43,none_none
74,47,39,none_none
74,99,46,none_next_turn_self
52,76,-32,none_none
60,82,-46,none_next_brake_self
51,96,-54,none_next_turn_self
31,15,13,brake_next_brake_self
57,106,26,none_next_brake_self
20,90,-15,brake_next_brake_self
66,73,22,none_none
22,113,26,none_next_turn_self
45,89,52,none_next_brake_self
26,26,-52,none_next_brake_self
52,55,-37,brake_next_turn_self
39,63,-52,none_none
18,7,44,brake_next_brake_self
49,121,35,none_none
30,16,9,none_next_turn_self
61,89,-50,none_none
40,64,-27,none_next_brake_self
48,3,-24,none_none
25,117,7,none_next_brake_self
30,108,-29,none_next_turn_self
32,67,-51,none_none
60,29,28,none_none
90,15,-24,none_next_turn_self
27,46,-6,none_none
67,32,-45,none_none
13,64,36,brake_next_turn_self
22,123,8,none_next_brake_self
25,73,48,none_next_brake_self
20,113,-1,none_next_brake_self
18,83,53,none_none
48,60,47,none_next_turn_self
36,109,9,brake_next_brake_self
48,60,52,none_none
55,110,-21,none_next_brake_self
45,37,-16,none_none
55,16,-55,none_none
38,109,11,none_none
22,75,27,none_none
66,113,33,none_next_brake_self
30,119,-42,none_next_turn_self
25,7,-7,none_next_brake_self
36,64,-39,none_next_brake_self
25,48,19,none_none
32,79,-41,brake_next_brake_self
47,101,48,none_none
47,36,-32,none_none
25,71,-25,none_next_brake_self
31,90,42,none_next_turn_self
67,17,-5,none_next_brake_self
50,103,-57,none_none
109,77,-1,none_none
70,121,-50,none_next_brake_self
69,43,58,none_next_brake_self
20,14,11,none_next_brake_self
57,64,-29,none_none
38,11,8,brake_next_turn_self
30,123,-51,brake_next_brake_self
43,5,36,none_none
63,96,51,none_none
51,67,45,none_none
26,47,-19,none_next_turn_self
57,8,-21,none_none
29,79,-56,none_next_turn_self
44,74,18,brake_next_brake_self
34,36,4,none_none
35,116,-5,brake_next_brake_self
58,39,49,none_next_brake_self
24,57,-40,none_none
102,69,-59,none_next_brake_self
16,13,-51,none_none
29,118,-33,none_next_brake_self
47,48,-56,none_next_brake_self
53,10,0,none_none
38,49,-22,none_none
38,76,-38,none_next_turn_self
48,65,30,none_none
35,88,-35,brake_next_brake_self
78,7,23,none_none
60,36,-18,brake_next_turn_self
61,104,1,none_none
25,10,52,none_next_brake_self
38,109,-56,none_none
34,12,0,none_none
24,106,43,brake_next_turn_self
47,46,11,none_none
30,78,-27,none_next_brake_self
54,19,-12,none_next_brake_self
23,8,22,none_none
92,27,47,brake_next_brake_self
25,16,-55,none_next_brake_self
44,40,-51,none_next_turn_self
58,65,-21,none_none
30,75,-32,brake_next_brake_self
60,100,-28,none_next_turn_self
22,83,-33,none_none
80,77,-37,none_none
40,52,-44,none_none
29,60,52,none_none
34,53,-43,none_none
59,107,-35,none_next_brake_self
30,29,-30,brake_next_brake_self
27,1,52,none_none
35,83,31,none_none
22,26,35,none_none
96,113,-47,brake_next_brake_self
30,109,40,none_next_turn_self
59,10,-11,none_none
44,14,-28,none_none
24,63,9,none_none
39,77,39,none_next_turn_self
58,35,33,none_next_brake_self
36,91,47,none_none
71,76,51,none_none
65,41,-31,none_next_brake_self
62,3,-9,none_next_brake_self
32,95,-58,none_none
23,27,46,none_none
29,106,-41,none_next_brake_self
43,53,43,brake_next_brake_self
52,73,-20,brake_next_brake_self
13,111,-16,none_next_brake_self
39,110,-55,none_none
43,47,-21,none_next_turn_self
34,27,47,none_none
74,98,-57,none_none
49,55,-11,brake_next_brake_self
75,24,-56,brake_next_brake_self
36,115,-15,none_next_brake_self
63,25,-39,brake_next_turn_self
88,3,-30,brake_next_brake_self
75,3,45,none_none
23,79,-8,none_none
35,84,-27,none_none
33,40,11,none_none
50,41,-43,none_none
55,43,-29,none_none
26,86,6,none_next_brake_self
41,7,-31,none_none
15,118,21,brake_next_turn_self
80,28,-1,brake_next_turn_self
31,127,33,none_next_brake_self
41,22,54,none_none
34,98,-46,none_none
69,28,-20,none_none
10,10,-22,none_none
39,111,-42,none_next_turn_self
37,109,37,none_none
32,51,31,none_none
92,89,-2,none_none
26,71,5,none_next_brake_self
58,108,-53,none_next_brake_self
47,40,7,none_none
73,67,35,brake_next_brake_self
28,62,9,none_none
28,45,-28,none_next_turn_self
68,113,20,none_none
49,21,-17,none_next_brake_self
18,19,5,none_none
30,73,-1,none_next_turn_self
48,84,-14,none_none
60,25,26,none_next_turn_self
28,50,46,none_none
9,120,-59,none_none
51,31,52,none_next_brake_self
22,85,1,none_none
15,94,24,none_next_brake_self
10,57,43,none_next_brake_self
59,119,-4,brake_next_brake_self
42,94,40,none_none
35,58,-39,none_next_brake_self
78,72,-41,none_next_brake_self
54,88,19,none_none
87,75,44,none_none
20,112,47,brake_next_brake_self
39,45,17,none_none
18,38,3,none_none
35,27,-20,brake_next_brake_self
35,5,58,none_none
54,5,-22,none_next_turn_self
40,110,29,none_none
54,86,4,none_next_turn_self
56,84,13,none_none
113,78,-13,brake_next_brake_self
34,108,56,none_none
25,61,9,brake_next_brake_self
45,111,53,none_next_brake_self
27,46,-59,brake_next_turn_self
82,118,9,none_none
34,89,26,none_next_brake_self
30,33,29,none_next_brake_self
31,72,49,none_next_brake_self
56,68,-59,none_none
37,18,-60,none_next_turn_self
29,75,-3,none_none
89,40,-56,brake_next_brake_self
26,7,57,brake_next_turn_self
40,120,-33,none_next_turn_self
54,81,-3,none_none
18,111,-53,brake_next_brake_self
50,86,3,brake_next_brake_self
23,45,-14,brake_next_turn_self
59,65,-55,none_none
25,86,-20,none_next_brake_self
55,122,-13,none_none
68,32,59,brake_next_brake_self
60,111,-35,brake_next_turn_self
45,117,5,none_next_brake_self
35,85,58,none_none
30,118,35,none_none
81,51,59,brake_next_brake_self
28,121,56,none_none
24,89,-1,none_next_brake_self
55,5,24,none_none
27,115,-47,none_next_turn_self
25,62,-7,none_next_brake_self
19,58,37,none_none
31,72,1,none_none
38,19,24,none_next_brake_self
45,60,29,none_next_turn_self
63,106,-30,none_next_brake_self
51,2,45,none_none
36,35,-5,none_next_brake_self
36,0,-35,none_none
51,53,44,brake_next_turn_self
74,92,-10,brake_next_brake_self
42,101,30,none_next_brake_self
31,120,6,brake_next_turn_self
24,77,-14,none_next_turn_self
19,32,37,brake_next_turn_self
55,117,10,none_none
52,98,-13,none_next_brake_self
52,73,-47,none_none
37,88,47,none_next_turn_self
79,117,-56,none_none
31,90,44,none_none
63,47,-17,none_none
39,91,17,none_none
29,5,51,none_next_brake_self
53,49,-42,none_none
48,52,8,none_none
47,21,32,brake_next_brake_self
41,3,31,none_next_turn_self
39,17,3,brake_next_turn_self
127,83,15,none_next_turn_self
71,102,31,none_next_brake_self
56,126,41,none_next_turn_self
42,44,31,none_next_turn_self
65,76,-18,none_none
51,119,60,none_next_turn_self
40,21,-8,none_none
34,91,-57,none_next_brake_self
38,96,-16,none_next_brake_self
8,11,-45,none_next_turn_self
44,109,-45,none_next_brake_self
31,103,-26,none_next_brake_self
86,4,-54,none_none
40,12,23,none_next_turn_self
22,6,-51,none_none
39,43,-36,none_next_brake_self
24,65,-49,none_next_brake_self
50,68,-52,none_none
46,34,-28,brake_next_brake_self
63,116,9,none_next_brake_self
27,47,56,brake_next_brake_self
40,6,45,brake_next_brake_self
20,38,45,none_next_brake_self
56,67,-39,brake_next_brake_self
51,52,-28,none_next_brake_self
50,35,-51,none_none
40,17,33,brake_next_brake_self
48,104,-52,none_next_brake_self
87,127,7,none_none
34,42,-30,none_none
42,48,-31,none_next_brake_self
23,78,59,none_none
26,91,31,none_next_brake_self
41,50,40,brake_next_brake_self
68,115,9,none_none
35,71,45,none_none
35,57,17,none_next_brake_self
32,82,54,none_none
30,121,-26,none_none
46,101,11,brake_next_turn_self
19,5,23,brake_next_turn_self
74,42,-13,none_next_brake_self
28,60,46,none_none
56,40,58,brake_next_brake_self
21,89,-1,none_none
55,105,-13,brake_next_brake_self
55,93,-3,none_next_turn_self
48,126,42,none_none
24,35,17,none_none
45,111,-55,brake_next_brake_self
22,97,5,none_next_brake_self
35,46,-58,none_next_turn_self
65,93,33,brake_next_brake_self
58,13,-21,brake_next_brake_self
40,100,-3,none_none
24,68,36,none_next_turn_self
54,37,-54,brake_next_turn_self
40,83,-41,none_next_turn_self
12,81,-12,none_none
58,27,-32,brake_next_brake_self
39,4,-19,none_none
71,55,60,brake_next_brake_self
23,72,39,brake_next_brake_self
8,111,46,brake_next_turn_self
45,118,52,none_next_brake_self
46,67,-19,none_none
17,96,-24,none_next_brake_self
24,56,-32,none_none
152,95,40,none_next_brake_self
34,26,22,none_next_brake_self
57,47,-32,none_next_turn_self
29,81,-15,none_none
14,2,1,none_none
36,92,3,none_none
35,106,47,none_next_brake_self
32,51,-14,none_none
37,57,49,brake_next_turn_self
45,108,-7,none_none
37,99,30,none_none
21,37,52,brake_next_brake_self
50,41,49,none_next_brake_self
15,86,-53,none_none
14,72,-35,none_none
57,21,-3,brake_next_turn_self
51,39,-8,none_none
38,114,17,none_none
20,87,53,brake_next_turn_self
28,125,-47,brake_next_brake_self
35,97,-6,none_none
18,120,-37,brake_next_brake_self
27,27,47,brake_next_brake_self
54,98,56,none_next_turn_self
79,3,-3,none_none
32,85,-48,none_none
57,60,34,none_next_brake_self
15,44,24,none_none
55,110,-17,none_none
27,108,46,none_next_brake_self
46,3,57,none_none
35,77,7,none_none
75,47,8,none_none
26,53,-24,none_none
54,106,10,none_next_brake_self
34,39,-7,none_next_turn_self
37,120,-24,none_next_turn_self
36,23,-52,none_none
26,84,-30,none_none
39,85,-36,brake_next_brake_self
38,32,5,brake_next_brake_self
44,41,12,brake_next_brake_self
41,106,13,none_none
58,97,-13,brake_next_brake_self
62,42,-9,none_none
24,68,40,none_next_brake_self
60,8,-3,none_next_brake_self
22,27,59,brake_next_turn_self
53,62,-7,none_none
54,11,18,none_next_turn_self
15,107,-54,none_none
41,91,18,none_next_turn_self
31,120,42,brake_next_brake_self
27,88,53,brake_next_turn_self
77,119,60,none_none
29,70,-26,none_none
27,76,9,brake_next_brake_self
41,124,-6,none_none
55,82,8,none_next_brake_self
37,4,-41,none_next_brake_self
70,92,43,brake_next_turn_self
51,115,49,none_none
13,101,-6,brake_next_brake_self
30,74,-26,none_next_brake_self
30,85,-43,none_next_brake_self
50,126,22,brake_next_turn_self
11,12,-23,none_next_turn_self
137,85,49,brake_next_brake_self
51,36,21,none_next_brake_self
42,81,17,none_none
70,77,7,none_next_brake_self
124,19,-55,none_next_brake_self
61,26,52,none_next_turn_self
63,79,15,none_next_turn_self
42,16,59,none_none
37,34,4,brake_next_turn_self
31,106,25,none_none
26,42,-53,none_none
28,62,16,none_none
20,120,32,brake_next_brake_self
38,29,33,brake_next_brake_self
17,49,32,none_none
43,77,-33,none_none
39,96,57,none_next_turn_self
42,115,59,brake_next_turn_self
31,116,-51,brake_next_brake_self
178,99,52,none_none
77,29,-25,none_none
21,3,23,brake_next_turn_self
44,49,-19,brake_next_brake_self
29,18,56,none_next_brake_self
24,90,-48,none_next_turn_self
20,84,0,none_none
49,6,-9,none_none
28,106,-21,none_none
63,32,17,brake_next_brake_self
64,55,-44,none_none
77,85,26,none_none
26,55,58,none_none
50,56,37,none_none
54,8,43,none_next_brake_self
31,51,-17,none_none
27,97,-21,none_none
87,116,2,none_none
44,53,-55,none_next_brake_self
54,54,53,none_none
26,89,-43,none_next_brake_self
22,120,48,brake_next_brake_self
30,34,-50,brake_next_brake_self
37,56,39,none_none
23,101,-42,none_next_brake_self
39,77,-55,brake_next_brake_self
17,14,26,none_none
23,80,-26,none_none
55,24,26,none_none
53,65,7,brake_next_turn_self
33,67,-47,none_none
24,111,52,brake_next_brake_self
24,59,-6,none_next_brake_self
33,35,28,none_next_brake_self
54,29,0,none_none
62,111,13,none_next_brake_self
31,22,-24,brake_next_brake_self
22,54,-36,none_next_brake_self
45,24,5,none_next_turn_self
26,98,-7,none_none
31,60,-13,none_none
76,45,21,brake_next_turn_self
59,46,23,brake_next_turn_self
43,108,-54,brake_next_turn_self
21,70,-19,none_none
44,91,-11,brake_next_brake_self
66,114,-48,brake_next_brake_self
33,115,-32,none_next_turn_self
77,42,-54,none_next_brake_self
74,121,60,brake_next_brake_self
89,3,28,none_next_brake_self
46,48,-50,none_next_brake_self
53,114,-58,none_next_turn_self
79,35,26,none_none
49,35,-7,brake_next_brake_self
31,38,34,none_next_brake_self
32,78,51,none_none
44,56,12,none_none
21,92,-38,none_next_brake_self
37,114,34,none_none
68,86,55,brake_next_brake_self
13,26,10,none_none
84,118,22,none_none
68,34,-20,none_next_turn_self
31,19,-14,none_next_turn_self
52,11,28,brake_next_turn_self
40,72,51,none_none
72,14,15,none_none
64,18,35,none_none
20,38,-39,brake_next_brake_self
53,36,-35,none_next_turn_self
36,77,4,none_none
41,104,-39,brake_next_turn_self
28,97,16,brake_next_turn_self
93,33,-25,none_next_brake_self
66,31,35,none_none
27,123,37,none_none
20,1,-4,none_none
33,112,-38,none_next_brake_self
49,25,18,none_none
44,120,59,none_none
73,43,15,none_next_brake_self
58,56,-56,brake_next_brake_self
64,90,-58,none_next_brake_self
46,75,-22,none_none
20,40,-37,none_next_brake_self
36,70,38,none_next_brake_self
66,93,41,brake_next_turn_self
39,5,-29,none_none
51,1,-21,none_next_brake_self
34,58,-32,none_next_brake_self
24,17,49,none_next_brake_self
37,84,0,none_next_brake_self
46,27,19,none_next_brake_self
29,55,-10,none_next_turn_self
35,25,16,none_none
25,70,-14,none_none
68,15,-19,none_none
34,3,16,brake_next_brake_self
80,6,11,none_none
84,121,-25,brake_next_brake_self
38,18,-42,brake_next_brake_self
24,90,-16,none_none
14,9,-10,none_none
19,14,15,none_next_turn_self
20,65,50,none_none
78,59,-56,none_none
42,121,-31,none_none
48,120,-37,none_none
13,99,0,none_none
22,76,-8,none_next_brake_self
61,58,27,brake_next_turn_self
45,45,-31,none_none
37,120,11,none_next_brake_self
52,77,46,brake_next_brake_self
88,74,49,none_next_brake_self
35,29,55,none_next_brake_self
41,6,33,none_none
43,120,49,none_none
127,40,-32,none_next_turn_self
14,56,-36,none_none
55,15,-59,none_none
37,106,25,none_next_turn_self
52,4,52,none_none
29,106,-38,none_next_brake_self
39,18,16,none_next_brake_self
56,113,30,none_next_brake_self
181,93,51,none_none
59,21,18,none_next_turn_self
26,72,56,none_none
